#ZVView-data-copy:  30-May-2023 22:21:15
#=======================================
#
#name:   47-AG-107(N,G)47-AG-108-G,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  4
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       2.53e-8            0         33.1        1.655  # 1988,F.De Corte+         ## 23488044  #dY:5.0%   
         0.024            0          1.1        0.187  # 1951,V.Hummel+           ## 11010011  #dY:17.0%  
         0.024            0         0.93         0.18  # 1957,R.L.Macklin+        ## 11399029  #dY:19.4%  
         0.024            0         0.84         0.09  # 1965,A.K.Chaubey+        ## 30063003  #dY:10.7%  
//
#-------------------------------------------------------------------------------
#
#name:   47-AG-107(N,G)47-AG-108,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  83
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
    0.00713742      0.20663 
    0.00713751     0.220391 
    0.00713759     0.235534 
    0.00713768     0.252165 
    0.00713776     0.270396 
    0.00713785     0.290337 
    0.00713792     0.308017 
    0.00713799     0.326985 
    0.00713806     0.347309 
    0.00713813     0.369049 
     0.0071382     0.392278 
     0.0071383     0.430042 
    0.00713841     0.471494 
    0.00713851     0.516852 
    0.00713862     0.566288 
    0.00713872     0.619982 
    0.00713883     0.678076 
    0.00713893     0.740702 
    0.00713902     0.796537 
    0.00713912     0.867946 
    0.00713923     0.944081 
    0.00713934      1.02492 
    0.00713944       1.1104 
     0.0071396      1.24702 
    0.00713976      1.39315 
    0.00713993      1.56874 
    0.00714012      1.76438 
    0.00714048       2.1553 
    0.00714086      2.56812 
    0.00714105      2.76212 
    0.00714121      2.91841 
    0.00714142      3.09601 
     0.0071416      3.23306 
    0.00714177      3.33535 
    0.00714194      3.42057 
     0.0071421      3.47312 
    0.00714226      3.50171 
    0.00714237      3.50756 
    0.00714252      3.49616 
    0.00714266      3.46634 
    0.00714284      3.40481 
    0.00714296      3.34561 
     0.0071431      3.25792 
    0.00714329      3.12567 
    0.00714349      2.95097 
    0.00714365      2.79963 
    0.00714393      2.51759 
    0.00714456      1.83328 
    0.00714479      1.59423 
    0.00714496      1.42416 
    0.00714513      1.26395 
    0.00714524      1.16327 
    0.00714536      1.06783 
    0.00714547     0.977818 
    0.00714559      0.89335 
     0.0071457     0.814478 
    0.00714582     0.741179 
    0.00714593     0.673379 
    0.00714602     0.626068 
     0.0071461     0.581717 
    0.00714619      0.54024 
    0.00714627     0.501551 
    0.00714636     0.465547 
    0.00714644      0.43213 
    0.00714653     0.401175 
    0.00714662     0.372581 
    0.00714667     0.354768 
    0.00714677      0.32666 
    0.00714687      0.30115 
    0.00714694     0.283612 
    0.00714701     0.267367 
    0.00714709     0.252337 
    0.00714716     0.238455 
    0.00714726     0.221612 
    0.00714735     0.206528 
    0.00714745     0.193055 
    0.00714755     0.181048 
    0.00714765     0.170375 
    0.00714774     0.160907 
    0.00714784     0.152528 
    0.00714794     0.145125 
    0.00714803       0.1386 
    0.00714813     0.132858 
    0.00714823     0.127814 
    0.00714834     0.122666 
    0.00714846     0.118263 
    0.00714857     0.114501 
    0.00714869     0.111291 
    0.00714886     0.107343 
    0.00714903     0.104238 
     0.0071492     0.101796 
    0.00714937    0.0998707 
     0.0071496    0.0979135 
    0.00714983    0.0964684 
    0.00715022    0.0947928 
     0.0071507    0.0935383 
    0.00715134    0.0926019 
     0.0071523    0.0919838 
    0.00715308    0.0918776 
    0.00715445    0.0922402 
    0.00715583    0.0931285 
    0.00715729     0.094585 
    0.00715879    0.0967184 
     0.0071598    0.0986889 
    0.00716047     0.100547 
      0.007161     0.102669 
    0.00716135     0.104734 
    0.00716161      0.10685 
    0.00716188     0.109685 
    0.00716205     0.112114 
    0.00716223     0.115097 
     0.0071624     0.118764 
    0.00716258     0.123265 
    0.00716271     0.127292 
    0.00716284     0.131968 
    0.00716298     0.137383 
    0.00716311     0.143632 
    0.00716325     0.151593 
     0.0071634     0.160833 
    0.00716349     0.167777 
    0.00716359     0.175402 
    0.00716369     0.183752 
    0.00716378     0.192873 
    0.00716388     0.202809 
    0.00716398     0.213604 
    0.00716407     0.225298 
    0.00716417     0.237929 
    0.00716427     0.251529 
    0.00716441     0.273819 
    0.00716456     0.298439 
    0.00716465     0.316171 
    0.00716478     0.342068 
    0.00716492     0.369926 
    0.00716505     0.399704 
    0.00716518      0.43132 
    0.00716538     0.481934 
    0.00716558     0.535864 
    0.00716588     0.624533 
    0.00716641     0.779912 
    0.00716667     0.853154 
    0.00716689     0.908547 
    0.00716702     0.938681 
    0.00716724     0.983372 
    0.00716744      1.01786 
    0.00716765      1.04576 
    0.00716786      1.06531 
     0.0071681      1.07869 
    0.00716835        1.085 
    0.00716883      1.08812 
    0.00716902      1.09267 
    0.00716919      1.10255 
    0.00716937      1.12061 
    0.00716948      1.13745 
    0.00716959      1.15793 
    0.00716969      1.18319 
     0.0071698      1.21361 
     0.0071699      1.25003 
       0.00717      1.29299 
     0.0071701      1.34301 
    0.00717021      1.40058 
    0.00717031      1.46616 
    0.00717041      1.54015 
    0.00717052      1.62403 
    0.00717062      1.71845 
    0.00717073      1.82268 
    0.00717083      1.93692 
    0.00717094      2.06126 
    0.00717104       2.1957 
    0.00717115      2.34015 
    0.00717131      2.57511 
    0.00717147       2.8385 
    0.00717163      3.12211 
    0.00717179      3.42347 
    0.00717202       3.8658 
    0.00717264      5.12428 
    0.00717291      5.66054 
    0.00717311       6.0135 
    0.00717332      6.34509 
    0.00717352      6.61766 
    0.00717369      6.80869 
    0.00717387      6.95756 
    0.00717405       7.0609 
    0.00717421      7.10692 
     0.0071743      7.11371 
    0.00717444      7.09961 
     0.0071746      7.04248 
    0.00717474      6.96299 
    0.00717491      6.82259 
    0.00717508      6.64616 
     0.0071753      6.36794 
    0.00717548      6.10508 
     0.0071757      5.75258 
    0.00717599      5.24023 
    0.00717674      3.85242 
    0.00717702      3.35118 
    0.00717725      2.97982 
    0.00717744      2.67058 
    0.00717764      2.38655 
    0.00717777      2.19793 
    0.00717791      2.01963 
    0.00717808       1.8139 
     0.0071782      1.67371 
    0.00717832      1.54184 
    0.00717845      1.41817 
    0.00717856      1.30805 
    0.00717868        1.205 
     0.0071788       1.1088 
    0.00717891      1.01922 
    0.00717903     0.936022 
    0.00717915      0.85896 
    0.00717926      0.78776 
    0.00717938     0.722159 
    0.00717949     0.667012 
    0.00717959     0.616071 
     0.0071797     0.569114 
    0.00717981     0.525932 
    0.00717991     0.486304 
    0.00718002     0.450027 
    0.00718013     0.416888 
    0.00718023     0.386691 
    0.00718034     0.359229 
    0.00718045     0.334318 
    0.00718056     0.310934 
    0.00718068     0.288413 
     0.0071808     0.268364 
    0.00718088     0.254841 
    0.00718098     0.241117 
    0.00718108     0.229349 
    0.00718116     0.219742 
    0.00718127     0.209044 
    0.00718136     0.200387 
    0.00718145     0.192571 
    0.00718156     0.184665 
    0.00718167     0.177637 
    0.00718177     0.171394 
    0.00718193     0.163325 
    0.00718209     0.156588 
    0.00718225     0.150967 
     0.0071824     0.146274 
    0.00718251     0.143581 
    0.00718272     0.139063 
    0.00718293     0.135477 
    0.00718314     0.132608 
    0.00718347     0.129182 
     0.0071838     0.126647 
    0.00718424     0.124154 
     0.0071849     0.121526 
    0.00718577     0.119094 
    0.00718697     0.116729 
    0.00718805      0.11526 
    0.00718935     0.114265 
    0.00719065     0.113937 
     0.0071925     0.114197 
    0.00719435     0.115049 
    0.00719619     0.116419 
    0.00719798     0.118336 
    0.00719977      0.12104 
    0.00720109     0.123799 
    0.00720216     0.126875 
    0.00720288      0.12961 
    0.00720339     0.132142 
    0.00720387     0.135155 
    0.00720418     0.137745 
     0.0072045      0.14107 
    0.00720474     0.144275 
    0.00720498     0.148359 
    0.00720513     0.151737 
    0.00720529     0.155794 
    0.00720545     0.160694 
    0.00720561     0.166644 
    0.00720573     0.171942 
    0.00720584     0.177789 
    0.00720595      0.18436 
    0.00720606     0.191911 
    0.00720617     0.200589 
    0.00720628     0.210551 
    0.00720636     0.217991 
    0.00720646     0.229695 
    0.00720657     0.242975 
    0.00720665     0.254549 
    0.00720673     0.267976 
    0.00720683     0.285301 
    0.00720692      0.30283 
    0.00720701     0.322304 
     0.0072071     0.343867 
    0.00720719     0.367652 
    0.00720728     0.393846 
    0.00720737     0.422623 
    0.00720746     0.454176 
    0.00720755     0.488695 
    0.00720764     0.526377 
    0.00720773      0.56741 
    0.00720782     0.611993 
    0.00720791     0.660305 
    0.00720802     0.721731 
    0.00720812     0.788777 
    0.00720823     0.861712 
    0.00720833     0.940762 
    0.00720844      1.02614 
    0.00720854      1.11799 
    0.00720865      1.21644 
    0.00720876      1.32153 
    0.00720886      1.43331 
      0.007209      1.59256 
    0.00720914      1.76401 
    0.00720928      1.94663 
    0.00720946      2.18891 
    0.00720967      2.49711 
    0.00720996      2.92874 
    0.00721038      3.58208 
    0.00721066      4.00222 
    0.00721089      4.30801 
    0.00721106      4.50918 
    0.00721121      4.66223 
    0.00721137      4.80631 
    0.00721155      4.92852 
    0.00721171       5.0043 
    0.00721187      5.04454 
    0.00721198       5.0526 
    0.00721215      5.03381 
    0.00721231       4.9796 
    0.00721245      4.90335 
    0.00721258      4.81511 
    0.00721274      4.67365 
    0.00721289       4.5231 
    0.00721306      4.32507 
    0.00721323      4.10141 
    0.00721341      3.86022 
    0.00721373      3.37376 
    0.00721416      2.72098 
    0.00721436      2.44095 
    0.00721455      2.17485 
     0.0072147      1.98786 
    0.00721484      1.81325 
    0.00721499      1.65211 
    0.00721508      1.55261 
    0.00721518      1.46191 
    0.00721527      1.37965 
    0.00721536      1.30352 
    0.00721546      1.23359 
    0.00721555      1.16987 
    0.00721564      1.11237 
    0.00721573      1.06107 
    0.00721583      1.01593 
    0.00721591     0.981003 
    0.00721601     0.942465 
    0.00721612     0.911931 
    0.00721623     0.889258 
    0.00721634     0.874282 
    0.00721644     0.866832 
    0.00721651     0.865956 
    0.00721662     0.870638 
    0.00721673     0.882338 
    0.00721683     0.900857 
    0.00721694     0.925975 
    0.00721701     0.946276 
    0.00721711     0.979719 
    0.00721722      1.01849 
    0.00721732      1.06239 
    0.00721742      1.11117 
    0.00721757      1.19296 
    0.00721772      1.28427 
     0.0072179      1.40284 
    0.00721805      1.51411 
    0.00721829       1.6921 
    0.00721896      2.22927 
    0.00721921      2.42492 
    0.00721942      2.56924 
    0.00721961      2.67831 
    0.00721977      2.76535 
    0.00721995      2.83873 
     0.0072201      2.88662 
    0.00722022      2.91526 
    0.00722038      2.93608 
    0.00722049      2.94053 
     0.0072206       2.9361 
    0.00722077      2.91288 
    0.00722092      2.87591 
    0.00722107      2.82424 
    0.00722124      2.74655 
    0.00722141      2.65548 
    0.00722159      2.54218 
     0.0072218       2.3904 
    0.00722207      2.17995 
    0.00722276      1.60318 
      0.007223      1.41575 
    0.00722315      1.29656 
    0.00722332      1.17206 
    0.00722346      1.07599 
     0.0072236     0.985541 
    0.00722374     0.900943 
    0.00722388     0.822351 
    0.00722401     0.755239 
    0.00722412      0.70337 
    0.00722422      0.65495 
    0.00722433     0.609905 
    0.00722444     0.568132 
    0.00722455     0.529522 
    0.00722465     0.493928 
    0.00722476     0.461224 
    0.00722487     0.431253 
    0.00722497     0.403864 
    0.00722508     0.378895 
    0.00722521     0.352492 
     0.0072253     0.335364 
    0.00722539     0.319607 
    0.00722552     0.298348 
    0.00722566     0.279683 
    0.00722579     0.263337 
    0.00722592     0.249052 
    0.00722606     0.236589 
    0.00722619     0.225733 
    0.00722633     0.216281 
    0.00722646     0.208057 
     0.0072266     0.200719 
    0.00722675     0.194041 
    0.00722694     0.186542 
    0.00722714     0.180361 
    0.00722733     0.175241 
    0.00722753     0.170972 
    0.00722782     0.165808 
    0.00722811     0.161762 
    0.00722844     0.158176 
    0.00722893     0.154136 
    0.00722942     0.151191 
    0.00723008     0.148388 
    0.00723098     0.145861 
    0.00723227      0.14366 
    0.00723648     0.138401 
    0.00723778     0.137444 
    0.00723967     0.137096 
    0.00724337     0.137838 
    0.00724717     0.139431 
    0.00725085     0.141775 
    0.00725266      0.14348 
      0.007254     0.145448 
    0.00725454     0.146847 
    0.00725491      0.14828 
    0.00725528     0.150458 
    0.00725555     0.152883 
    0.00725582     0.156338 
    0.00725601     0.159431 
    0.00725619     0.163349 
    0.00725637     0.168297 
    0.00725651     0.172826 
    0.00725665     0.178184 
    0.00725678     0.184499 
    0.00725692     0.191911 
    0.00725706     0.200574 
     0.0072572     0.210649 
    0.00725733     0.222312 
    0.00725747     0.235741 
    0.00725761     0.251123 
    0.00725773     0.266178 
    0.00725784     0.281607 
    0.00725795     0.298598 
    0.00725806     0.317246 
    0.00725817     0.337627 
    0.00725828      0.35982 
    0.00725838     0.383888 
    0.00725849     0.409886 
     0.0072586     0.437853 
    0.00725875     0.478245 
    0.00725887     0.513681 
    0.00725901     0.557447 
    0.00725914     0.604216 
    0.00725933     0.670984 
    0.00725951     0.742319 
    0.00725971     0.825248 
    0.00726002     0.959891 
    0.00726054      1.18959 
    0.00726078      1.29041 
    0.00726099      1.37261 
    0.00726119      1.44563 
    0.00726141      1.51641 
    0.00726164       1.5789 
    0.00726187      1.63271 
    0.00726211      1.67571 
    0.00726235      1.70784 
    0.00726264      1.73549 
    0.00726306      1.75919 
    0.00726427       1.8013 
     0.0072646      1.80805 
    0.00726474      1.80842 
    0.00726504      1.80104 
     0.0072653      1.78285 
    0.00726553      1.75486 
    0.00726576      1.71436 
    0.00726598      1.66358 
    0.00726619      1.60429 
     0.0072664      1.53249 
    0.00726661      1.45243 
    0.00726682      1.36328 
    0.00726708      1.24847 
    0.00726775     0.935976 
    0.00726802     0.811268 
    0.00726821     0.732915 
    0.00726839     0.659385 
    0.00726853     0.607781 
    0.00726867     0.559426 
    0.00726881     0.514434 
    0.00726895     0.472867 
    0.00726909     0.434723 
    0.00726922     0.399961 
    0.00726936     0.368919 
     0.0072695      0.34095 
    0.00726963     0.315903 
    0.00726977      0.29361 
    0.00726991     0.273884 
    0.00727004     0.256534 
    0.00727018     0.241359 
    0.00727032     0.228163 
    0.00727045     0.216749 
    0.00727059     0.206932 
    0.00727068     0.201185 
    0.00727081      0.19397 
    0.00727094     0.187799 
    0.00727107     0.182543 
     0.0072712     0.178087 
     0.0072714     0.172672 
    0.00727159     0.168507 
    0.00727172     0.166292 
    0.00727198      0.16292 
    0.00727224     0.160612 
    0.00727263     0.158465 
    0.00727316     0.156992 
    0.00727415     0.156034 
    0.00727692     0.155486 
    0.00727952     0.156037 
    0.00728625      0.15925 
    0.00729015     0.161667 
